,Unnamed: 0,Store,DayOfWeek,Sales,Open,Promo,SchoolHoliday,CompetitionDistance,0 holiday,a holiday,b holiday,c holiday,Year,Month,Day,WeekOfYear,CompetitionOpenTime,Promo2Open,IsPromo2Month,a ass,b ass,c ass,type a,type c,type d
241990,241990,1,4,0,0,0,1,1270.0,0,0,0,1,2014,12,25,52,75.0,0.0,0,1,0,0,0,1,0
242925,242925,1,3,3659,1,0,1,1270.0,1,0,0,0,2014,12,24,52,75.0,0.0,0,1,0,0,0,1,0
243860,243860,1,2,7959,1,0,1,1270.0,1,0,0,0,2014,12,23,52,75.0,0.0,0,1,0,0,0,1,0
244795,244795,1,1,9331,1,0,1,1270.0,1,0,0,0,2014,12,22,52,75.0,0.0,0,1,0,0,0,1,0
245730,245730,1,7,0,0,0,0,1270.0,1,0,0,0,2014,12,21,51,75.0,0.0,0,1,0,0,0,1,0
246665,246665,1,6,8367,1,0,0,1270.0,1,0,0,0,2014,12,20,51,75.0,0.0,0,1,0,0,0,1,0
247600,247600,1,5,7558,1,1,0,1270.0,1,0,0,0,2014,12,19,51,75.0,0.0,0,1,0,0,0,1,0
248535,248535,1,4,7785,1,1,0,1270.0,1,0,0,0,2014,12,18,51,75.0,0.0,0,1,0,0,0,1,0
249470,249470,1,3,7523,1,1,0,1270.0,1,0,0,0,2014,12,17,51,75.0,0.0,0,1,0,0,0,1,0
250405,250405,1,2,7739,1,1,0,1270.0,1,0,0,0,2014,12,16,51,75.0,0.0,0,1,0,0,0,1,0
251340,251340,1,1,8069,1,1,0,1270.0,1,0,0,0,2014,12,15,51,75.0,0.0,0,1,0,0,0,1,0
252275,252275,1,7,0,0,0,0,1270.0,1,0,0,0,2014,12,14,50,75.0,0.0,0,1,0,0,0,1,0
253210,253210,1,6,7263,1,0,0,1270.0,1,0,0,0,2014,12,13,50,75.0,0.0,0,1,0,0,0,1,0
254145,254145,1,5,5269,1,0,0,1270.0,1,0,0,0,2014,12,12,50,75.0,0.0,0,1,0,0,0,1,0
255080,255080,1,4,5060,1,0,0,1270.0,1,0,0,0,2014,12,11,50,75.0,0.0,0,1,0,0,0,1,0
256015,256015,1,3,4915,1,0,0,1270.0,1,0,0,0,2014,12,10,50,75.0,0.0,0,1,0,0,0,1,0
256950,256950,1,2,4345,1,0,0,1270.0,1,0,0,0,2014,12,9,50,75.0,0.0,0,1,0,0,0,1,0
257885,257885,1,1,4884,1,0,0,1270.0,1,0,0,0,2014,12,8,50,75.0,0.0,0,1,0,0,0,1,0
258820,258820,1,7,0,0,0,0,1270.0,1,0,0,0,2014,12,7,49,75.0,0.0,0,1,0,0,0,1,0
259755,259755,1,6,6185,1,0,0,1270.0,1,0,0,0,2014,12,6,49,75.0,0.0,0,1,0,0,0,1,0
260690,260690,1,5,6207,1,1,0,1270.0,1,0,0,0,2014,12,5,49,75.0,0.0,0,1,0,0,0,1,0
261625,261625,1,4,7016,1,1,0,1270.0,1,0,0,0,2014,12,4,49,75.0,0.0,0,1,0,0,0,1,0
262560,262560,1,3,6454,1,1,0,1270.0,1,0,0,0,2014,12,3,49,75.0,0.0,0,1,0,0,0,1,0
263495,263495,1,2,6467,1,1,0,1270.0,1,0,0,0,2014,12,2,49,75.0,0.0,0,1,0,0,0,1,0
264430,264430,1,1,7380,1,1,0,1270.0,1,0,0,0,2014,12,1,49,75.0,0.0,0,1,0,0,0,1,0
265365,265365,1,7,0,0,0,0,1270.0,1,0,0,0,2014,11,30,48,74.0,0.0,0,1,0,0,0,1,0
266300,266300,1,6,7066,1,0,0,1270.0,1,0,0,0,2014,11,29,48,74.0,0.0,0,1,0,0,0,1,0
267235,267235,1,5,7195,1,1,0,1270.0,1,0,0,0,2014,11,28,48,74.0,0.0,0,1,0,0,0,1,0
268170,268170,1,4,6144,1,1,0,1270.0,1,0,0,0,2014,11,27,48,74.0,0.0,0,1,0,0,0,1,0
269105,269105,1,3,5328,1,1,0,1270.0,1,0,0,0,2014,11,26,48,74.0,0.0,0,1,0,0,0,1,0
270040,270040,1,2,5815,1,1,0,1270.0,1,0,0,0,2014,11,25,48,74.0,0.0,0,1,0,0,0,1,0
270975,270975,1,1,6527,1,1,0,1270.0,1,0,0,0,2014,11,24,48,74.0,0.0,0,1,0,0,0,1,0
271910,271910,1,7,0,0,0,0,1270.0,1,0,0,0,2014,11,23,47,74.0,0.0,0,1,0,0,0,1,0
272845,272845,1,6,5849,1,0,0,1270.0,1,0,0,0,2014,11,22,47,74.0,0.0,0,1,0,0,0,1,0
273780,273780,1,5,4594,1,0,0,1270.0,1,0,0,0,2014,11,21,47,74.0,0.0,0,1,0,0,0,1,0
274715,274715,1,4,4963,1,0,0,1270.0,1,0,0,0,2014,11,20,47,74.0,0.0,0,1,0,0,0,1,0
275650,275650,1,3,3894,1,0,0,1270.0,1,0,0,0,2014,11,19,47,74.0,0.0,0,1,0,0,0,1,0
276585,276585,1,2,3890,1,0,0,1270.0,1,0,0,0,2014,11,18,47,74.0,0.0,0,1,0,0,0,1,0
277520,277520,1,1,3582,1,0,0,1270.0,1,0,0,0,2014,11,17,47,74.0,0.0,0,1,0,0,0,1,0
278455,278455,1,7,0,0,0,0,1270.0,1,0,0,0,2014,11,16,46,74.0,0.0,0,1,0,0,0,1,0
279390,279390,1,6,4967,1,0,0,1270.0,1,0,0,0,2014,11,15,46,74.0,0.0,0,1,0,0,0,1,0
280325,280325,1,5,5334,1,1,0,1270.0,1,0,0,0,2014,11,14,46,74.0,0.0,0,1,0,0,0,1,0
281260,281260,1,4,3869,1,1,0,1270.0,1,0,0,0,2014,11,13,46,74.0,0.0,0,1,0,0,0,1,0
282195,282195,1,3,4677,1,1,0,1270.0,1,0,0,0,2014,11,12,46,74.0,0.0,0,1,0,0,0,1,0
283130,283130,1,2,4479,1,1,0,1270.0,1,0,0,0,2014,11,11,46,74.0,0.0,0,1,0,0,0,1,0
284065,284065,1,1,5474,1,1,0,1270.0,1,0,0,0,2014,11,10,46,74.0,0.0,0,1,0,0,0,1,0
285000,285000,1,7,0,0,0,0,1270.0,1,0,0,0,2014,11,9,45,74.0,0.0,0,1,0,0,0,1,0
285935,285935,1,6,4720,1,0,0,1270.0,1,0,0,0,2014,11,8,45,74.0,0.0,0,1,0,0,0,1,0
286870,286870,1,5,5220,1,1,0,1270.0,1,0,0,0,2014,11,7,45,74.0,0.0,0,1,0,0,0,1,0
287805,287805,1,4,4785,1,1,0,1270.0,1,0,0,0,2014,11,6,45,74.0,0.0,0,1,0,0,0,1,0
288740,288740,1,3,4838,1,1,0,1270.0,1,0,0,0,2014,11,5,45,74.0,0.0,0,1,0,0,0,1,0
289675,289675,1,2,5253,1,1,0,1270.0,1,0,0,0,2014,11,4,45,74.0,0.0,0,1,0,0,0,1,0
290610,290610,1,1,5857,1,1,0,1270.0,1,0,0,0,2014,11,3,45,74.0,0.0,0,1,0,0,0,1,0
291545,291545,1,7,0,0,0,0,1270.0,1,0,0,0,2014,11,2,44,74.0,0.0,0,1,0,0,0,1,0
292480,292480,1,6,6532,1,0,0,1270.0,1,0,0,0,2014,11,1,44,74.0,0.0,0,1,0,0,0,1,0
293415,293415,1,5,4161,1,0,1,1270.0,1,0,0,0,2014,10,31,44,73.0,0.0,0,1,0,0,0,1,0
294350,294350,1,4,4042,1,0,1,1270.0,1,0,0,0,2014,10,30,44,73.0,0.0,0,1,0,0,0,1,0
295285,295285,1,3,3761,1,0,1,1270.0,1,0,0,0,2014,10,29,44,73.0,0.0,0,1,0,0,0,1,0
296220,296220,1,2,3364,1,0,1,1270.0,1,0,0,0,2014,10,28,44,73.0,0.0,0,1,0,0,0,1,0
297155,297155,1,1,4260,1,0,1,1270.0,1,0,0,0,2014,10,27,44,73.0,0.0,0,1,0,0,0,1,0
298090,298090,1,7,0,0,0,1,1270.0,1,0,0,0,2014,10,26,43,73.0,0.0,0,1,0,0,0,1,0
299025,299025,1,6,4596,1,0,1,1270.0,1,0,0,0,2014,10,25,43,73.0,0.0,0,1,0,0,0,1,0
299960,299960,1,5,4196,1,1,1,1270.0,1,0,0,0,2014,10,24,43,73.0,0.0,0,1,0,0,0,1,0
300895,300895,1,4,4466,1,1,1,1270.0,1,0,0,0,2014,10,23,43,73.0,0.0,0,1,0,0,0,1,0
301830,301830,1,3,4868,1,1,1,1270.0,1,0,0,0,2014,10,22,43,73.0,0.0,0,1,0,0,0,1,0
302765,302765,1,2,4678,1,1,1,1270.0,1,0,0,0,2014,10,21,43,73.0,0.0,0,1,0,0,0,1,0
303700,303700,1,1,4652,1,1,1,1270.0,1,0,0,0,2014,10,20,43,73.0,0.0,0,1,0,0,0,1,0
304635,304635,1,7,0,0,0,0,1270.0,1,0,0,0,2014,10,19,42,73.0,0.0,0,1,0,0,0,1,0
305570,305570,1,6,4169,1,0,0,1270.0,1,0,0,0,2014,10,18,42,73.0,0.0,0,1,0,0,0,1,0
306505,306505,1,5,3720,1,0,0,1270.0,1,0,0,0,2014,10,17,42,73.0,0.0,0,1,0,0,0,1,0
307440,307440,1,4,3430,1,0,0,1270.0,1,0,0,0,2014,10,16,42,73.0,0.0,0,1,0,0,0,1,0
308375,308375,1,3,3775,1,0,0,1270.0,1,0,0,0,2014,10,15,42,73.0,0.0,0,1,0,0,0,1,0
309310,309310,1,2,3681,1,0,0,1270.0,1,0,0,0,2014,10,14,42,73.0,0.0,0,1,0,0,0,1,0
310245,310245,1,1,4033,1,0,0,1270.0,1,0,0,0,2014,10,13,42,73.0,0.0,0,1,0,0,0,1,0
311180,311180,1,7,0,0,0,0,1270.0,1,0,0,0,2014,10,12,41,73.0,0.0,0,1,0,0,0,1,0
312115,312115,1,6,4743,1,0,0,1270.0,1,0,0,0,2014,10,11,41,73.0,0.0,0,1,0,0,0,1,0
313050,313050,1,5,4396,1,1,0,1270.0,1,0,0,0,2014,10,10,41,73.0,0.0,0,1,0,0,0,1,0
313985,313985,1,4,4654,1,1,0,1270.0,1,0,0,0,2014,10,9,41,73.0,0.0,0,1,0,0,0,1,0
314920,314920,1,3,4944,1,1,0,1270.0,1,0,0,0,2014,10,8,41,73.0,0.0,0,1,0,0,0,1,0
315855,315855,1,2,5439,1,1,0,1270.0,1,0,0,0,2014,10,7,41,73.0,0.0,0,1,0,0,0,1,0
316790,316790,1,1,5402,1,1,0,1270.0,1,0,0,0,2014,10,6,41,73.0,0.0,0,1,0,0,0,1,0
317725,317725,1,7,0,0,0,0,1270.0,1,0,0,0,2014,10,5,40,73.0,0.0,0,1,0,0,0,1,0
318660,318660,1,6,5355,1,0,0,1270.0,1,0,0,0,2014,10,4,40,73.0,0.0,0,1,0,0,0,1,0
319595,319595,1,5,0,0,1,0,1270.0,0,1,0,0,2014,10,3,40,73.0,0.0,0,1,0,0,0,1,0
320530,320530,1,4,5400,1,1,0,1270.0,1,0,0,0,2014,10,2,40,73.0,0.0,0,1,0,0,0,1,0
321465,321465,1,3,4712,1,1,0,1270.0,1,0,0,0,2014,10,1,40,73.0,0.0,0,1,0,0,0,1,0
322400,322400,1,2,4919,1,1,0,1270.0,1,0,0,0,2014,9,30,40,72.0,0.0,0,1,0,0,0,1,0
323335,323335,1,1,5280,1,1,0,1270.0,1,0,0,0,2014,9,29,40,72.0,0.0,0,1,0,0,0,1,0
324270,324270,1,7,0,0,0,0,1270.0,1,0,0,0,2014,9,28,39,72.0,0.0,0,1,0,0,0,1,0
325205,325205,1,6,3914,1,0,0,1270.0,1,0,0,0,2014,9,27,39,72.0,0.0,0,1,0,0,0,1,0
326140,326140,1,5,3518,1,0,0,1270.0,1,0,0,0,2014,9,26,39,72.0,0.0,0,1,0,0,0,1,0
327075,327075,1,4,2462,1,0,0,1270.0,1,0,0,0,2014,9,25,39,72.0,0.0,0,1,0,0,0,1,0
328010,328010,1,3,3405,1,0,0,1270.0,0,0,0,0,2014,9,24,39,72.0,0.0,0,1,0,0,0,1,0
328945,328945,1,2,3407,1,0,0,1270.0,0,0,0,0,2014,9,23,39,72.0,0.0,0,1,0,0,0,1,0
329880,329880,1,1,3982,1,0,0,1270.0,0,0,0,0,2014,9,22,39,72.0,0.0,0,1,0,0,0,1,0
330815,330815,1,7,0,0,0,0,1270.0,0,0,0,0,2014,9,21,38,72.0,0.0,0,1,0,0,0,1,0
331750,331750,1,6,3911,1,0,0,1270.0,0,0,0,0,2014,9,20,38,72.0,0.0,0,1,0,0,0,1,0
332685,332685,1,5,4128,1,1,0,1270.0,0,0,0,0,2014,9,19,38,72.0,0.0,0,1,0,0,0,1,0
333620,333620,1,4,3740,1,1,0,1270.0,0,0,0,0,2014,9,18,38,72.0,0.0,0,1,0,0,0,1,0
334555,334555,1,3,4383,1,1,0,1270.0,0,0,0,0,2014,9,17,38,72.0,0.0,0,1,0,0,0,1,0
335490,335490,1,2,4381,1,1,0,1270.0,0,0,0,0,2014,9,16,38,72.0,0.0,0,1,0,0,0,1,0
336425,336425,1,1,4611,1,1,0,1270.0,0,0,0,0,2014,9,15,38,72.0,0.0,0,1,0,0,0,1,0
337360,337360,1,7,0,0,0,0,1270.0,0,0,0,0,2014,9,14,37,72.0,0.0,0,1,0,0,0,1,0
338295,338295,1,6,4270,1,0,0,1270.0,0,0,0,0,2014,9,13,37,72.0,0.0,0,1,0,0,0,1,0
339230,339230,1,5,3906,1,0,0,1270.0,0,0,0,0,2014,9,12,37,72.0,0.0,0,1,0,0,0,1,0
340165,340165,1,4,3392,1,0,0,1270.0,0,0,0,0,2014,9,11,37,72.0,0.0,0,1,0,0,0,1,0
341100,341100,1,3,3275,1,0,0,1270.0,0,0,0,0,2014,9,10,37,72.0,0.0,0,1,0,0,0,1,0
342035,342035,1,2,3377,1,0,0,1270.0,0,0,0,0,2014,9,9,37,72.0,0.0,0,1,0,0,0,1,0
342970,342970,1,1,3676,1,0,0,1270.0,0,0,0,0,2014,9,8,37,72.0,0.0,0,1,0,0,0,1,0
343905,343905,1,7,0,0,0,0,1270.0,0,0,0,0,2014,9,7,36,72.0,0.0,0,1,0,0,0,1,0
344840,344840,1,6,3959,1,0,0,1270.0,0,0,0,0,2014,9,6,36,72.0,0.0,0,1,0,0,0,1,0
345775,345775,1,5,4706,1,1,1,1270.0,0,0,0,0,2014,9,5,36,72.0,0.0,0,1,0,0,0,1,0
346710,346710,1,4,4346,1,1,1,1270.0,0,0,0,0,2014,9,4,36,72.0,0.0,0,1,0,0,0,1,0
347645,347645,1,3,4978,1,1,1,1270.0,0,0,0,0,2014,9,3,36,72.0,0.0,0,1,0,0,0,1,0
348580,348580,1,2,5008,1,1,1,1270.0,0,0,0,0,2014,9,2,36,72.0,0.0,0,1,0,0,0,1,0
349515,349515,1,1,5464,1,1,1,1270.0,0,0,0,0,2014,9,1,36,72.0,0.0,0,1,0,0,0,1,0
350450,350450,1,7,0,0,0,1,1270.0,0,0,0,0,2014,8,31,35,71.0,0.0,0,1,0,0,0,1,0
351385,351385,1,6,4094,1,0,1,1270.0,0,0,0,0,2014,8,30,35,71.0,0.0,0,1,0,0,0,1,0
352320,352320,1,5,3869,1,0,1,1270.0,0,0,0,0,2014,8,29,35,71.0,0.0,0,1,0,0,0,1,0
353255,353255,1,4,3920,1,0,1,1270.0,0,0,0,0,2014,8,28,35,71.0,0.0,0,1,0,0,0,1,0
354190,354190,1,3,3148,1,0,1,1270.0,0,0,0,0,2014,8,27,35,71.0,0.0,0,1,0,0,0,1,0
355125,355125,1,2,3396,1,0,1,1270.0,0,0,0,0,2014,8,26,35,71.0,0.0,0,1,0,0,0,1,0
356060,356060,1,1,3414,1,0,1,1270.0,0,0,0,0,2014,8,25,35,71.0,0.0,0,1,0,0,0,1,0
356995,356995,1,7,0,0,0,1,1270.0,0,0,0,0,2014,8,24,34,71.0,0.0,0,1,0,0,0,1,0
357930,357930,1,6,3582,1,0,1,1270.0,0,0,0,0,2014,8,23,34,71.0,0.0,0,1,0,0,0,1,0
358865,358865,1,5,3971,1,1,1,1270.0,0,0,0,0,2014,8,22,34,71.0,0.0,0,1,0,0,0,1,0
359800,359800,1,4,4327,1,1,1,1270.0,0,0,0,0,2014,8,21,34,71.0,0.0,0,1,0,0,0,1,0
360735,360735,1,3,4280,1,1,1,1270.0,0,0,0,0,2014,8,20,34,71.0,0.0,0,1,0,0,0,1,0
361670,361670,1,2,5190,1,1,1,1270.0,0,0,0,0,2014,8,19,34,71.0,0.0,0,1,0,0,0,1,0
362605,362605,1,1,5623,1,1,1,1270.0,0,0,0,0,2014,8,18,34,71.0,0.0,0,1,0,0,0,1,0
363540,363540,1,7,0,0,0,1,1270.0,0,0,0,0,2014,8,17,33,71.0,0.0,0,1,0,0,0,1,0
364475,364475,1,6,4425,1,0,1,1270.0,0,0,0,0,2014,8,16,33,71.0,0.0,0,1,0,0,0,1,0
365410,365410,1,5,3746,1,0,1,1270.0,0,0,0,0,2014,8,15,33,71.0,0.0,0,1,0,0,0,1,0
366345,366345,1,4,3906,1,0,1,1270.0,0,0,0,0,2014,8,14,33,71.0,0.0,0,1,0,0,0,1,0
367280,367280,1,3,4069,1,0,1,1270.0,0,0,0,0,2014,8,13,33,71.0,0.0,0,1,0,0,0,1,0
368215,368215,1,2,3185,1,0,1,1270.0,0,0,0,0,2014,8,12,33,71.0,0.0,0,1,0,0,0,1,0
369150,369150,1,1,3886,1,0,1,1270.0,0,0,0,0,2014,8,11,33,71.0,0.0,0,1,0,0,0,1,0
370085,370085,1,7,0,0,0,1,1270.0,0,0,0,0,2014,8,10,32,71.0,0.0,0,1,0,0,0,1,0
371020,371020,1,6,4174,1,0,1,1270.0,0,0,0,0,2014,8,9,32,71.0,0.0,0,1,0,0,0,1,0
371955,371955,1,5,4451,1,1,1,1270.0,0,0,0,0,2014,8,8,32,71.0,0.0,0,1,0,0,0,1,0
372890,372890,1,4,4154,1,1,1,1270.0,0,0,0,0,2014,8,7,32,71.0,0.0,0,1,0,0,0,1,0
373825,373825,1,3,5337,1,1,1,1270.0,0,0,0,0,2014,8,6,32,71.0,0.0,0,1,0,0,0,1,0
374760,374760,1,2,5433,1,1,1,1270.0,0,0,0,0,2014,8,5,32,71.0,0.0,0,1,0,0,0,1,0
375695,375695,1,1,5655,1,1,1,1270.0,0,0,0,0,2014,8,4,32,71.0,0.0,0,1,0,0,0,1,0
376630,376630,1,7,0,0,0,1,1270.0,0,0,0,0,2014,8,3,31,71.0,0.0,0,1,0,0,0,1,0
377565,377565,1,6,4731,1,0,1,1270.0,0,0,0,0,2014,8,2,31,71.0,0.0,0,1,0,0,0,1,0
378500,378500,1,5,5038,1,1,1,1270.0,0,0,0,0,2014,8,1,31,71.0,0.0,0,1,0,0,0,1,0
379435,379435,1,4,5106,1,1,0,1270.0,0,0,0,0,2014,7,31,31,70.0,0.0,0,1,0,0,0,1,0
380370,380370,1,3,5487,1,1,1,1270.0,0,0,0,0,2014,7,30,31,70.0,0.0,0,1,0,0,0,1,0
381305,381305,1,2,5252,1,1,1,1270.0,0,0,0,0,2014,7,29,31,70.0,0.0,0,1,0,0,0,1,0
382240,382240,1,1,5372,1,1,1,1270.0,0,0,0,0,2014,7,28,31,70.0,0.0,0,1,0,0,0,1,0
383175,383175,1,7,0,0,0,0,1270.0,0,0,0,0,2014,7,27,30,70.0,0.0,0,1,0,0,0,1,0
384110,384110,1,6,4266,1,0,0,1270.0,0,0,0,0,2014,7,26,30,70.0,0.0,0,1,0,0,0,1,0
385045,385045,1,5,3858,1,0,0,1270.0,0,0,0,0,2014,7,25,30,70.0,0.0,0,1,0,0,0,1,0
385980,385980,1,4,3557,1,0,0,1270.0,0,0,0,0,2014,7,24,30,70.0,0.0,0,1,0,0,0,1,0
386915,386915,1,3,3806,1,0,0,1270.0,0,0,0,0,2014,7,23,30,70.0,0.0,0,1,0,0,0,1,0
387850,387850,1,2,3933,1,0,0,1270.0,0,0,0,0,2014,7,22,30,70.0,0.0,0,1,0,0,0,1,0
388785,388785,1,1,4507,1,0,0,1270.0,0,0,0,0,2014,7,21,30,70.0,0.0,0,1,0,0,0,1,0
389720,389720,1,7,0,0,0,0,1270.0,0,0,0,0,2014,7,20,29,70.0,0.0,0,1,0,0,0,1,0
390655,390655,1,6,4084,1,0,0,1270.0,0,0,0,0,2014,7,19,29,70.0,0.0,0,1,0,0,0,1,0
391590,391590,1,5,4609,1,1,0,1270.0,0,0,0,0,2014,7,18,29,70.0,0.0,0,1,0,0,0,1,0
392525,392525,1,4,4685,1,1,0,1270.0,0,0,0,0,2014,7,17,29,70.0,0.0,0,1,0,0,0,1,0
393460,393460,1,3,5424,1,1,0,1270.0,1,0,0,0,2014,7,16,29,70.0,0.0,0,1,0,0,0,1,0
394395,394395,1,2,5298,1,1,0,1270.0,1,0,0,0,2014,7,15,29,70.0,0.0,0,1,0,0,0,1,0
395330,395330,1,1,5083,1,1,0,1270.0,1,0,0,0,2014,7,14,29,70.0,0.0,0,1,0,0,0,1,0
396265,396265,1,7,0,0,0,0,1270.0,1,0,0,0,2014,7,13,28,70.0,0.0,0,1,0,0,0,1,0
397200,397200,1,6,4409,1,0,0,1270.0,1,0,0,0,2014,7,12,28,70.0,0.0,0,1,0,0,0,1,0
398135,398135,1,5,4020,1,0,0,1270.0,1,0,0,0,2014,7,11,28,70.0,0.0,0,1,0,0,0,1,0
399070,399070,1,4,3741,1,0,0,1270.0,1,0,0,0,2014,7,10,28,70.0,0.0,0,1,0,0,0,1,0
400005,400005,1,3,3547,1,0,0,1270.0,1,0,0,0,2014,7,9,28,70.0,0.0,0,1,0,0,0,1,0
400940,400940,1,2,4081,1,0,0,1270.0,1,0,0,0,2014,7,8,28,70.0,0.0,0,1,0,0,0,1,0
401875,401875,1,1,4223,1,0,0,1270.0,1,0,0,0,2014,7,7,28,70.0,0.0,0,1,0,0,0,1,0
402810,402810,1,7,0,0,0,0,1270.0,1,0,0,0,2014,7,6,27,70.0,0.0,0,1,0,0,0,1,0
403745,403745,1,6,5176,1,0,0,1270.0,1,0,0,0,2014,7,5,27,70.0,0.0,0,1,0,0,0,1,0
404680,404680,1,5,4025,1,1,0,1270.0,1,0,0,0,2014,7,4,27,70.0,0.0,0,1,0,0,0,1,0
405615,405615,1,4,4756,1,1,0,1270.0,1,0,0,0,2014,7,3,27,70.0,0.0,0,1,0,0,0,1,0
406550,406550,1,3,5161,1,1,0,1270.0,1,0,0,0,2014,7,2,27,70.0,0.0,0,1,0,0,0,1,0
407485,407485,1,2,5138,1,1,0,1270.0,1,0,0,0,2014,7,1,27,70.0,0.0,0,1,0,0,0,1,0
408420,408420,1,1,5738,1,1,0,1270.0,1,0,0,0,2014,6,30,27,69.0,0.0,0,1,0,0,0,1,0
409535,409535,1,7,0,0,0,0,1270.0,1,0,0,0,2014,6,29,26,69.0,0.0,0,1,0,0,0,1,0
410650,410650,1,6,5162,1,0,0,1270.0,1,0,0,0,2014,6,28,26,69.0,0.0,0,1,0,0,0,1,0
411765,411765,1,5,4019,1,0,0,1270.0,1,0,0,0,2014,6,27,26,69.0,0.0,0,1,0,0,0,1,0
412880,412880,1,4,2749,1,0,0,1270.0,1,0,0,0,2014,6,26,26,69.0,0.0,0,1,0,0,0,1,0
413995,413995,1,3,3727,1,0,0,1270.0,1,0,0,0,2014,6,25,26,69.0,0.0,0,1,0,0,0,1,0
415110,415110,1,2,3351,1,0,0,1270.0,1,0,0,0,2014,6,24,26,69.0,0.0,0,1,0,0,0,1,0
416225,416225,1,1,3755,1,0,0,1270.0,1,0,0,0,2014,6,23,26,69.0,0.0,0,1,0,0,0,1,0
417340,417340,1,7,0,0,0,0,1270.0,1,0,0,0,2014,6,22,25,69.0,0.0,0,1,0,0,0,1,0
418455,418455,1,6,3982,1,0,0,1270.0,1,0,0,0,2014,6,21,25,69.0,0.0,0,1,0,0,0,1,0
419570,419570,1,5,6362,1,1,0,1270.0,1,0,0,0,2014,6,20,25,69.0,0.0,0,1,0,0,0,1,0
420685,420685,1,4,0,0,1,0,1270.0,0,1,0,0,2014,6,19,25,69.0,0.0,0,1,0,0,0,1,0
421800,421800,1,3,5256,1,1,0,1270.0,1,0,0,0,2014,6,18,25,69.0,0.0,0,1,0,0,0,1,0
422915,422915,1,2,5770,1,1,0,1270.0,1,0,0,0,2014,6,17,25,69.0,0.0,0,1,0,0,0,1,0
424030,424030,1,1,4788,1,1,0,1270.0,1,0,0,0,2014,6,16,25,69.0,0.0,0,1,0,0,0,1,0
425145,425145,1,7,0,0,0,0,1270.0,1,0,0,0,2014,6,15,24,69.0,0.0,0,1,0,0,0,1,0
426260,426260,1,6,4757,1,0,0,1270.0,1,0,0,0,2014,6,14,24,69.0,0.0,0,1,0,0,0,1,0
427375,427375,1,5,3901,1,0,0,1270.0,1,0,0,0,2014,6,13,24,69.0,0.0,0,1,0,0,0,1,0
428490,428490,1,4,3702,1,0,0,1270.0,1,0,0,0,2014,6,12,24,69.0,0.0,0,1,0,0,0,1,0
429605,429605,1,3,4207,1,0,0,1270.0,1,0,0,0,2014,6,11,24,69.0,0.0,0,1,0,0,0,1,0
430720,430720,1,2,4607,1,0,0,1270.0,1,0,0,0,2014,6,10,24,69.0,0.0,0,1,0,0,0,1,0
431835,431835,1,1,0,0,0,0,1270.0,0,1,0,0,2014,6,9,24,69.0,0.0,0,1,0,0,0,1,0
432950,432950,1,7,0,0,0,0,1270.0,1,0,0,0,2014,6,8,23,69.0,0.0,0,1,0,0,0,1,0
434065,434065,1,6,4923,1,0,0,1270.0,1,0,0,0,2014,6,7,23,69.0,0.0,0,1,0,0,0,1,0
435180,435180,1,5,4957,1,1,0,1270.0,1,0,0,0,2014,6,6,23,69.0,0.0,0,1,0,0,0,1,0
436295,436295,1,4,5278,1,1,0,1270.0,1,0,0,0,2014,6,5,23,69.0,0.0,0,1,0,0,0,1,0
437410,437410,1,3,5229,1,1,0,1270.0,1,0,0,0,2014,6,4,23,69.0,0.0,0,1,0,0,0,1,0
438525,438525,1,2,5614,1,1,0,1270.0,1,0,0,0,2014,6,3,23,69.0,0.0,0,1,0,0,0,1,0
439640,439640,1,1,6071,1,1,0,1270.0,1,0,0,0,2014,6,2,23,69.0,0.0,0,1,0,0,0,1,0
440755,440755,1,7,0,0,0,0,1270.0,1,0,0,0,2014,6,1,22,69.0,0.0,0,1,0,0,0,1,0
441870,441870,1,6,4985,1,0,0,1270.0,1,0,0,0,2014,5,31,22,68.0,0.0,0,1,0,0,0,1,0
442985,442985,1,5,5407,1,0,0,1270.0,1,0,0,0,2014,5,30,22,68.0,0.0,0,1,0,0,0,1,0
444100,444100,1,4,0,0,0,0,1270.0,0,1,0,0,2014,5,29,22,68.0,0.0,0,1,0,0,0,1,0
445215,445215,1,3,4616,1,0,0,1270.0,1,0,0,0,2014,5,28,22,68.0,0.0,0,1,0,0,0,1,0
446330,446330,1,2,3971,1,0,0,1270.0,1,0,0,0,2014,5,27,22,68.0,0.0,0,1,0,0,0,1,0
447445,447445,1,1,3912,1,0,0,1270.0,1,0,0,0,2014,5,26,22,68.0,0.0,0,1,0,0,0,1,0
448560,448560,1,7,0,0,0,0,1270.0,1,0,0,0,2014,5,25,21,68.0,0.0,0,1,0,0,0,1,0
449675,449675,1,6,4574,1,0,0,1270.0,1,0,0,0,2014,5,24,21,68.0,0.0,0,1,0,0,0,1,0
450790,450790,1,5,4968,1,1,0,1270.0,1,0,0,0,2014,5,23,21,68.0,0.0,0,1,0,0,0,1,0
451905,451905,1,4,3801,1,1,0,1270.0,1,0,0,0,2014,5,22,21,68.0,0.0,0,1,0,0,0,1,0
453020,453020,1,3,4298,1,1,0,1270.0,1,0,0,0,2014,5,21,21,68.0,0.0,0,1,0,0,0,1,0
454135,454135,1,2,4909,1,1,0,1270.0,1,0,0,0,2014,5,20,21,68.0,0.0,0,1,0,0,0,1,0
