,Unnamed: 0,Store,DayOfWeek,Sales,Open,Promo,SchoolHoliday,CompetitionDistance,0 holiday,a holiday,b holiday,c holiday,Year,Month,Day,WeekOfYear,CompetitionOpenTime,Promo2Open,IsPromo2Month,a ass,b ass,c ass,type a,type c,type d
233037,233037,3,6,4299,1,0,0,14130.0,1,0,0,0,2015,1,3,1,97.0,44.96666666666667,1,1,0,0,1,0,0
234152,234152,3,5,5523,1,0,1,14130.0,1,0,0,0,2015,1,2,1,97.0,44.96666666666667,1,1,0,0,1,0,0
235267,235267,3,4,0,0,0,1,14130.0,0,1,0,0,2015,1,1,1,97.0,44.96666666666667,1,1,0,0,1,0,0
236382,236382,3,3,3804,1,0,1,14130.0,1,0,0,0,2014,12,31,1,96.0,32.96666666666667,0,1,0,0,1,0,0
237317,237317,3,2,8376,1,0,1,14130.0,1,0,0,0,2014,12,30,1,96.0,32.96666666666667,0,1,0,0,1,0,0
238252,238252,3,1,8788,1,0,1,14130.0,1,0,0,0,2014,12,29,1,96.0,32.96666666666667,0,1,0,0,1,0,0
239187,239187,3,7,0,0,0,0,14130.0,1,0,0,0,2014,12,28,52,96.0,44.86666666666667,0,1,0,0,1,0,0
240122,240122,3,6,4825,1,0,0,14130.0,1,0,0,0,2014,12,27,52,96.0,44.86666666666667,0,1,0,0,1,0,0
241057,241057,3,5,0,0,0,1,14130.0,0,0,0,1,2014,12,26,52,96.0,44.86666666666667,0,1,0,0,1,0,0
241992,241992,3,4,0,0,0,1,14130.0,0,0,0,1,2014,12,25,52,96.0,44.86666666666667,0,1,0,0,1,0,0
242927,242927,3,3,4310,1,0,1,14130.0,1,0,0,0,2014,12,24,52,96.0,44.86666666666667,0,1,0,0,1,0,0
243862,243862,3,2,12121,1,0,1,14130.0,1,0,0,0,2014,12,23,52,96.0,44.86666666666667,0,1,0,0,1,0,0
244797,244797,3,1,11282,1,0,1,14130.0,1,0,0,0,2014,12,22,52,96.0,44.86666666666667,0,1,0,0,1,0,0
245732,245732,3,7,0,0,0,0,14130.0,1,0,0,0,2014,12,21,51,96.0,44.63333333333333,0,1,0,0,1,0,0
246667,246667,3,6,8094,1,0,0,14130.0,1,0,0,0,2014,12,20,51,96.0,44.63333333333333,0,1,0,0,1,0,0
247602,247602,3,5,9598,1,1,0,14130.0,1,0,0,0,2014,12,19,51,96.0,44.63333333333333,0,1,0,0,1,0,0
248537,248537,3,4,11617,1,1,0,14130.0,1,0,0,0,2014,12,18,51,96.0,44.63333333333333,0,1,0,0,1,0,0
249472,249472,3,3,10510,1,1,0,14130.0,1,0,0,0,2014,12,17,51,96.0,44.63333333333333,0,1,0,0,1,0,0
250407,250407,3,2,13072,1,1,0,14130.0,1,0,0,0,2014,12,16,51,96.0,44.63333333333333,0,1,0,0,1,0,0
251342,251342,3,1,13472,1,1,0,14130.0,1,0,0,0,2014,12,15,51,96.0,44.63333333333333,0,1,0,0,1,0,0
252277,252277,3,7,0,0,0,0,14130.0,1,0,0,0,2014,12,14,50,96.0,44.4,0,1,0,0,1,0,0
253212,253212,3,6,6621,1,0,0,14130.0,1,0,0,0,2014,12,13,50,96.0,44.4,0,1,0,0,1,0,0
254147,254147,3,5,5481,1,0,0,14130.0,1,0,0,0,2014,12,12,50,96.0,44.4,0,1,0,0,1,0,0
255082,255082,3,4,6363,1,0,0,14130.0,1,0,0,0,2014,12,11,50,96.0,44.4,0,1,0,0,1,0,0
256017,256017,3,3,5256,1,0,0,14130.0,1,0,0,0,2014,12,10,50,96.0,44.4,0,1,0,0,1,0,0
256952,256952,3,2,6446,1,0,0,14130.0,1,0,0,0,2014,12,9,50,96.0,44.4,0,1,0,0,1,0,0
257887,257887,3,1,5792,1,0,0,14130.0,1,0,0,0,2014,12,8,50,96.0,44.4,0,1,0,0,1,0,0
258822,258822,3,7,0,0,0,0,14130.0,1,0,0,0,2014,12,7,49,96.0,44.16666666666666,0,1,0,0,1,0,0
259757,259757,3,6,7669,1,0,0,14130.0,1,0,0,0,2014,12,6,49,96.0,44.16666666666666,0,1,0,0,1,0,0
260692,260692,3,5,10190,1,1,0,14130.0,1,0,0,0,2014,12,5,49,96.0,44.16666666666666,0,1,0,0,1,0,0
261627,261627,3,4,8766,1,1,0,14130.0,1,0,0,0,2014,12,4,49,96.0,44.16666666666666,0,1,0,0,1,0,0
262562,262562,3,3,9694,1,1,0,14130.0,1,0,0,0,2014,12,3,49,96.0,44.16666666666666,0,1,0,0,1,0,0
263497,263497,3,2,9044,1,1,0,14130.0,1,0,0,0,2014,12,2,49,96.0,44.16666666666666,0,1,0,0,1,0,0
264432,264432,3,1,10369,1,1,0,14130.0,1,0,0,0,2014,12,1,49,96.0,44.16666666666666,0,1,0,0,1,0,0
265367,265367,3,7,0,0,0,0,14130.0,1,0,0,0,2014,11,30,48,95.0,43.93333333333334,0,1,0,0,1,0,0
266302,266302,3,6,6702,1,0,0,14130.0,1,0,0,0,2014,11,29,48,95.0,43.93333333333334,0,1,0,0,1,0,0
267237,267237,3,5,9700,1,1,0,14130.0,1,0,0,0,2014,11,28,48,95.0,43.93333333333334,0,1,0,0,1,0,0
268172,268172,3,4,8508,1,1,0,14130.0,1,0,0,0,2014,11,27,48,95.0,43.93333333333334,0,1,0,0,1,0,0
269107,269107,3,3,8397,1,1,0,14130.0,1,0,0,0,2014,11,26,48,95.0,43.93333333333334,0,1,0,0,1,0,0
270042,270042,3,2,8577,1,1,0,14130.0,1,0,0,0,2014,11,25,48,95.0,43.93333333333334,0,1,0,0,1,0,0
270977,270977,3,1,8886,1,1,0,14130.0,1,0,0,0,2014,11,24,48,95.0,43.93333333333334,0,1,0,0,1,0,0
271912,271912,3,7,0,0,0,0,14130.0,1,0,0,0,2014,11,23,47,95.0,43.7,0,1,0,0,1,0,0
272847,272847,3,6,3989,1,0,0,14130.0,1,0,0,0,2014,11,22,47,95.0,43.7,0,1,0,0,1,0,0
273782,273782,3,5,5865,1,0,0,14130.0,1,0,0,0,2014,11,21,47,95.0,43.7,0,1,0,0,1,0,0
274717,274717,3,4,6019,1,0,0,14130.0,1,0,0,0,2014,11,20,47,95.0,43.7,0,1,0,0,1,0,0
275652,275652,3,3,5490,1,0,0,14130.0,1,0,0,0,2014,11,19,47,95.0,43.7,0,1,0,0,1,0,0
276587,276587,3,2,5195,1,0,0,14130.0,1,0,0,0,2014,11,18,47,95.0,43.7,0,1,0,0,1,0,0
277522,277522,3,1,5935,1,0,0,14130.0,1,0,0,0,2014,11,17,47,95.0,43.7,0,1,0,0,1,0,0
278457,278457,3,7,0,0,0,0,14130.0,1,0,0,0,2014,11,16,46,95.0,43.46666666666667,0,1,0,0,1,0,0
279392,279392,3,6,4397,1,0,0,14130.0,1,0,0,0,2014,11,15,46,95.0,43.46666666666667,0,1,0,0,1,0,0
280327,280327,3,5,7836,1,1,0,14130.0,1,0,0,0,2014,11,14,46,95.0,43.46666666666667,0,1,0,0,1,0,0
281262,281262,3,4,7560,1,1,0,14130.0,1,0,0,0,2014,11,13,46,95.0,43.46666666666667,0,1,0,0,1,0,0
282197,282197,3,3,7839,1,1,0,14130.0,1,0,0,0,2014,11,12,46,95.0,43.46666666666667,0,1,0,0,1,0,0
283132,283132,3,2,8708,1,1,0,14130.0,1,0,0,0,2014,11,11,46,95.0,43.46666666666667,0,1,0,0,1,0,0
284067,284067,3,1,8533,1,1,0,14130.0,1,0,0,0,2014,11,10,46,95.0,43.46666666666667,0,1,0,0,1,0,0
285002,285002,3,7,0,0,0,0,14130.0,1,0,0,0,2014,11,9,45,95.0,43.23333333333333,0,1,0,0,1,0,0
285937,285937,3,6,4055,1,0,0,14130.0,1,0,0,0,2014,11,8,45,95.0,43.23333333333333,0,1,0,0,1,0,0
286872,286872,3,5,8091,1,1,0,14130.0,1,0,0,0,2014,11,7,45,95.0,43.23333333333333,0,1,0,0,1,0,0
287807,287807,3,4,8072,1,1,0,14130.0,1,0,0,0,2014,11,6,45,95.0,43.23333333333333,0,1,0,0,1,0,0
288742,288742,3,3,9172,1,1,0,14130.0,1,0,0,0,2014,11,5,45,95.0,43.23333333333333,0,1,0,0,1,0,0
289677,289677,3,2,9863,1,1,0,14130.0,1,0,0,0,2014,11,4,45,95.0,43.23333333333333,0,1,0,0,1,0,0
290612,290612,3,1,10855,1,1,0,14130.0,1,0,0,0,2014,11,3,45,95.0,43.23333333333333,0,1,0,0,1,0,0
291547,291547,3,7,0,0,0,0,14130.0,1,0,0,0,2014,11,2,44,95.0,43.0,0,1,0,0,1,0,0
292482,292482,3,6,0,0,0,0,14130.0,0,1,0,0,2014,11,1,44,95.0,43.0,0,1,0,0,1,0,0
293417,293417,3,5,6788,1,0,0,14130.0,1,0,0,0,2014,10,31,44,94.0,43.0,1,1,0,0,1,0,0
294352,294352,3,4,5357,1,0,0,14130.0,1,0,0,0,2014,10,30,44,94.0,43.0,1,1,0,0,1,0,0
295287,295287,3,3,4716,1,0,0,14130.0,1,0,0,0,2014,10,29,44,94.0,43.0,1,1,0,0,1,0,0
296222,296222,3,2,4745,1,0,0,14130.0,1,0,0,0,2014,10,28,44,94.0,43.0,1,1,0,0,1,0,0
297157,297157,3,1,4848,1,0,0,14130.0,1,0,0,0,2014,10,27,44,94.0,43.0,1,1,0,0,1,0,0
298092,298092,3,7,0,0,0,0,14130.0,1,0,0,0,2014,10,26,43,94.0,42.766666666666666,1,1,0,0,1,0,0
299027,299027,3,6,3266,1,0,0,14130.0,1,0,0,0,2014,10,25,43,94.0,42.766666666666666,1,1,0,0,1,0,0
299962,299962,3,5,6251,1,1,0,14130.0,1,0,0,0,2014,10,24,43,94.0,42.766666666666666,1,1,0,0,1,0,0
300897,300897,3,4,7177,1,1,0,14130.0,1,0,0,0,2014,10,23,43,94.0,42.766666666666666,1,1,0,0,1,0,0
301832,301832,3,3,7380,1,1,0,14130.0,1,0,0,0,2014,10,22,43,94.0,42.766666666666666,1,1,0,0,1,0,0
302767,302767,3,2,6855,1,1,0,14130.0,1,0,0,0,2014,10,21,43,94.0,42.766666666666666,1,1,0,0,1,0,0
303702,303702,3,1,8266,1,1,0,14130.0,1,0,0,0,2014,10,20,43,94.0,42.766666666666666,1,1,0,0,1,0,0
304637,304637,3,7,0,0,0,0,14130.0,1,0,0,0,2014,10,19,42,94.0,42.53333333333333,1,1,0,0,1,0,0
305572,305572,3,6,3367,1,0,0,14130.0,1,0,0,0,2014,10,18,42,94.0,42.53333333333333,1,1,0,0,1,0,0
306507,306507,3,5,5485,1,0,1,14130.0,1,0,0,0,2014,10,17,42,94.0,42.53333333333333,1,1,0,0,1,0,0
307442,307442,3,4,5271,1,0,1,14130.0,1,0,0,0,2014,10,16,42,94.0,42.53333333333333,1,1,0,0,1,0,0
308377,308377,3,3,5008,1,0,1,14130.0,1,0,0,0,2014,10,15,42,94.0,42.53333333333333,1,1,0,0,1,0,0
309312,309312,3,2,5114,1,0,1,14130.0,1,0,0,0,2014,10,14,42,94.0,42.53333333333333,1,1,0,0,1,0,0
310247,310247,3,1,5035,1,0,1,14130.0,1,0,0,0,2014,10,13,42,94.0,42.53333333333333,1,1,0,0,1,0,0
311182,311182,3,7,0,0,0,0,14130.0,1,0,0,0,2014,10,12,41,94.0,42.3,1,1,0,0,1,0,0
312117,312117,3,6,3697,1,0,0,14130.0,1,0,0,0,2014,10,11,41,94.0,42.3,1,1,0,0,1,0,0
313052,313052,3,5,7448,1,1,1,14130.0,1,0,0,0,2014,10,10,41,94.0,42.3,1,1,0,0,1,0,0
313987,313987,3,4,7206,1,1,1,14130.0,1,0,0,0,2014,10,9,41,94.0,42.3,1,1,0,0,1,0,0
314922,314922,3,3,8472,1,1,1,14130.0,1,0,0,0,2014,10,8,41,94.0,42.3,1,1,0,0,1,0,0
315857,315857,3,2,7699,1,1,1,14130.0,1,0,0,0,2014,10,7,41,94.0,42.3,1,1,0,0,1,0,0
316792,316792,3,1,10598,1,1,1,14130.0,1,0,0,0,2014,10,6,41,94.0,42.3,1,1,0,0,1,0,0
317727,317727,3,7,0,0,0,0,14130.0,1,0,0,0,2014,10,5,40,94.0,42.06666666666666,1,1,0,0,1,0,0
318662,318662,3,6,5420,1,0,0,14130.0,1,0,0,0,2014,10,4,40,94.0,42.06666666666666,1,1,0,0,1,0,0
319597,319597,3,5,0,0,1,0,14130.0,0,1,0,0,2014,10,3,40,94.0,42.06666666666666,1,1,0,0,1,0,0
320532,320532,3,4,8565,1,1,0,14130.0,1,0,0,0,2014,10,2,40,94.0,42.06666666666666,1,1,0,0,1,0,0
321467,321467,3,3,8331,1,1,0,14130.0,1,0,0,0,2014,10,1,40,94.0,42.06666666666666,1,1,0,0,1,0,0
322402,322402,3,2,12260,1,1,0,14130.0,1,0,0,0,2014,9,30,40,93.0,42.06666666666666,0,1,0,0,1,0,0
323337,323337,3,1,10066,1,1,0,14130.0,1,0,0,0,2014,9,29,40,93.0,42.06666666666666,0,1,0,0,1,0,0
324272,324272,3,7,0,0,0,0,14130.0,1,0,0,0,2014,9,28,39,93.0,41.833333333333336,0,1,0,0,1,0,0
325207,325207,3,6,3846,1,0,0,14130.0,1,0,0,0,2014,9,27,39,93.0,41.833333333333336,0,1,0,0,1,0,0
326142,326142,3,5,4853,1,0,0,14130.0,1,0,0,0,2014,9,26,39,93.0,41.833333333333336,0,1,0,0,1,0,0
327077,327077,3,4,4575,1,0,0,14130.0,1,0,0,0,2014,9,25,39,93.0,41.833333333333336,0,1,0,0,1,0,0
328012,328012,3,3,4620,1,0,0,14130.0,0,0,0,0,2014,9,24,39,93.0,41.833333333333336,0,1,0,0,1,0,0
328947,328947,3,2,5026,1,0,0,14130.0,0,0,0,0,2014,9,23,39,93.0,41.833333333333336,0,1,0,0,1,0,0
329882,329882,3,1,4658,1,0,0,14130.0,0,0,0,0,2014,9,22,39,93.0,41.833333333333336,0,1,0,0,1,0,0
330817,330817,3,7,0,0,0,0,14130.0,0,0,0,0,2014,9,21,38,93.0,41.6,0,1,0,0,1,0,0
331752,331752,3,6,3574,1,0,0,14130.0,0,0,0,0,2014,9,20,38,93.0,41.6,0,1,0,0,1,0,0
332687,332687,3,5,7729,1,1,0,14130.0,0,0,0,0,2014,9,19,38,93.0,41.6,0,1,0,0,1,0,0
333622,333622,3,4,7563,1,1,0,14130.0,0,0,0,0,2014,9,18,38,93.0,41.6,0,1,0,0,1,0,0
334557,334557,3,3,8034,1,1,0,14130.0,0,0,0,0,2014,9,17,38,93.0,41.6,0,1,0,0,1,0,0
335492,335492,3,2,8607,1,1,0,14130.0,0,0,0,0,2014,9,16,38,93.0,41.6,0,1,0,0,1,0,0
336427,336427,3,1,10098,1,1,0,14130.0,0,0,0,0,2014,9,15,38,93.0,41.6,0,1,0,0,1,0,0
337362,337362,3,7,0,0,0,0,14130.0,0,0,0,0,2014,9,14,37,93.0,41.36666666666667,0,1,0,0,1,0,0
338297,338297,3,6,3737,1,0,0,14130.0,0,0,0,0,2014,9,13,37,93.0,41.36666666666667,0,1,0,0,1,0,0
339232,339232,3,5,5665,1,0,0,14130.0,0,0,0,0,2014,9,12,37,93.0,41.36666666666667,0,1,0,0,1,0,0
340167,340167,3,4,5389,1,0,0,14130.0,0,0,0,0,2014,9,11,37,93.0,41.36666666666667,0,1,0,0,1,0,0
341102,341102,3,3,5164,1,0,0,14130.0,0,0,0,0,2014,9,10,37,93.0,41.36666666666667,0,1,0,0,1,0,0
342037,342037,3,2,5978,1,0,0,14130.0,0,0,0,0,2014,9,9,37,93.0,41.36666666666667,0,1,0,0,1,0,0
342972,342972,3,1,6061,1,0,0,14130.0,0,0,0,0,2014,9,8,37,93.0,41.36666666666667,0,1,0,0,1,0,0
343907,343907,3,7,0,0,0,0,14130.0,0,0,0,0,2014,9,7,36,93.0,41.13333333333333,0,1,0,0,1,0,0
344842,344842,3,6,3562,1,0,0,14130.0,0,0,0,0,2014,9,6,36,93.0,41.13333333333333,0,1,0,0,1,0,0
345777,345777,3,5,6564,1,1,0,14130.0,0,0,0,0,2014,9,5,36,93.0,41.13333333333333,0,1,0,0,1,0,0
346712,346712,3,4,7659,1,1,0,14130.0,0,0,0,0,2014,9,4,36,93.0,41.13333333333333,0,1,0,0,1,0,0
347647,347647,3,3,8659,1,1,0,14130.0,0,0,0,0,2014,9,3,36,93.0,41.13333333333333,0,1,0,0,1,0,0
348582,348582,3,2,8989,1,1,0,14130.0,0,0,0,0,2014,9,2,36,93.0,41.13333333333333,0,1,0,0,1,0,0
349517,349517,3,1,10679,1,1,0,14130.0,0,0,0,0,2014,9,1,36,93.0,41.13333333333333,0,1,0,0,1,0,0
350452,350452,3,7,0,0,0,0,14130.0,0,0,0,0,2014,8,31,35,92.0,40.9,0,1,0,0,1,0,0
351387,351387,3,6,4322,1,0,0,14130.0,0,0,0,0,2014,8,30,35,92.0,40.9,0,1,0,0,1,0,0
352322,352322,3,5,6889,1,0,0,14130.0,0,0,0,0,2014,8,29,35,92.0,40.9,0,1,0,0,1,0,0
353257,353257,3,4,5452,1,0,0,14130.0,0,0,0,0,2014,8,28,35,92.0,40.9,0,1,0,0,1,0,0
354192,354192,3,3,5055,1,0,0,14130.0,0,0,0,0,2014,8,27,35,92.0,40.9,0,1,0,0,1,0,0
355127,355127,3,2,5666,1,0,0,14130.0,0,0,0,0,2014,8,26,35,92.0,40.9,0,1,0,0,1,0,0
356062,356062,3,1,5393,1,0,0,14130.0,0,0,0,0,2014,8,25,35,92.0,40.9,0,1,0,0,1,0,0
356997,356997,3,7,0,0,0,0,14130.0,0,0,0,0,2014,8,24,34,92.0,40.66666666666666,0,1,0,0,1,0,0
357932,357932,3,6,3698,1,0,0,14130.0,0,0,0,0,2014,8,23,34,92.0,40.66666666666666,0,1,0,0,1,0,0
358867,358867,3,5,6610,1,1,0,14130.0,0,0,0,0,2014,8,22,34,92.0,40.66666666666666,0,1,0,0,1,0,0
359802,359802,3,4,6933,1,1,0,14130.0,0,0,0,0,2014,8,21,34,92.0,40.66666666666666,0,1,0,0,1,0,0
360737,360737,3,3,7661,1,1,0,14130.0,0,0,0,0,2014,8,20,34,92.0,40.66666666666666,0,1,0,0,1,0,0
361672,361672,3,2,8854,1,1,1,14130.0,0,0,0,0,2014,8,19,34,92.0,40.66666666666666,0,1,0,0,1,0,0
362607,362607,3,1,9258,1,1,1,14130.0,0,0,0,0,2014,8,18,34,92.0,40.66666666666666,0,1,0,0,1,0,0
363542,363542,3,7,0,0,0,0,14130.0,0,0,0,0,2014,8,17,33,92.0,40.43333333333334,0,1,0,0,1,0,0
364477,364477,3,6,3216,1,0,0,14130.0,0,0,0,0,2014,8,16,33,92.0,40.43333333333334,0,1,0,0,1,0,0
365412,365412,3,5,5156,1,0,1,14130.0,0,0,0,0,2014,8,15,33,92.0,40.43333333333334,0,1,0,0,1,0,0
366347,366347,3,4,5668,1,0,1,14130.0,0,0,0,0,2014,8,14,33,92.0,40.43333333333334,0,1,0,0,1,0,0
367282,367282,3,3,6051,1,0,1,14130.0,0,0,0,0,2014,8,13,33,92.0,40.43333333333334,0,1,0,0,1,0,0
368217,368217,3,2,5431,1,0,1,14130.0,0,0,0,0,2014,8,12,33,92.0,40.43333333333334,0,1,0,0,1,0,0
369152,369152,3,1,6114,1,0,1,14130.0,0,0,0,0,2014,8,11,33,92.0,40.43333333333334,0,1,0,0,1,0,0
370087,370087,3,7,0,0,0,0,14130.0,0,0,0,0,2014,8,10,32,92.0,40.2,0,1,0,0,1,0,0
371022,371022,3,6,3131,1,0,0,14130.0,0,0,0,0,2014,8,9,32,92.0,40.2,0,1,0,0,1,0,0
371957,371957,3,5,6763,1,1,1,14130.0,0,0,0,0,2014,8,8,32,92.0,40.2,0,1,0,0,1,0,0
372892,372892,3,4,8010,1,1,1,14130.0,0,0,0,0,2014,8,7,32,92.0,40.2,0,1,0,0,1,0,0
373827,373827,3,3,7499,1,1,1,14130.0,0,0,0,0,2014,8,6,32,92.0,40.2,0,1,0,0,1,0,0
374762,374762,3,2,8714,1,1,1,14130.0,0,0,0,0,2014,8,5,32,92.0,40.2,0,1,0,0,1,0,0
375697,375697,3,1,9055,1,1,1,14130.0,0,0,0,0,2014,8,4,32,92.0,40.2,0,1,0,0,1,0,0
376632,376632,3,7,0,0,0,0,14130.0,0,0,0,0,2014,8,3,31,92.0,39.96666666666667,0,1,0,0,1,0,0
377567,377567,3,6,4157,1,0,0,14130.0,0,0,0,0,2014,8,2,31,92.0,39.96666666666667,0,1,0,0,1,0,0
378502,378502,3,5,7893,1,1,1,14130.0,0,0,0,0,2014,8,1,31,92.0,39.96666666666667,0,1,0,0,1,0,0
379437,379437,3,4,8891,1,1,1,14130.0,0,0,0,0,2014,7,31,31,91.0,39.96666666666667,1,1,0,0,1,0,0
380372,380372,3,3,8399,1,1,1,14130.0,0,0,0,0,2014,7,30,31,91.0,39.96666666666667,1,1,0,0,1,0,0
381307,381307,3,2,7497,1,1,1,14130.0,0,0,0,0,2014,7,29,31,91.0,39.96666666666667,1,1,0,0,1,0,0
382242,382242,3,1,8778,1,1,1,14130.0,0,0,0,0,2014,7,28,31,91.0,39.96666666666667,1,1,0,0,1,0,0
383177,383177,3,7,0,0,0,0,14130.0,0,0,0,0,2014,7,27,30,91.0,39.73333333333333,1,1,0,0,1,0,0
384112,384112,3,6,4132,1,0,0,14130.0,0,0,0,0,2014,7,26,30,91.0,39.73333333333333,1,1,0,0,1,0,0
385047,385047,3,5,4346,1,0,1,14130.0,0,0,0,0,2014,7,25,30,91.0,39.73333333333333,1,1,0,0,1,0,0
385982,385982,3,4,5139,1,0,1,14130.0,0,0,0,0,2014,7,24,30,91.0,39.73333333333333,1,1,0,0,1,0,0
386917,386917,3,3,5553,1,0,1,14130.0,0,0,0,0,2014,7,23,30,91.0,39.73333333333333,1,1,0,0,1,0,0
387852,387852,3,2,6267,1,0,1,14130.0,0,0,0,0,2014,7,22,30,91.0,39.73333333333333,1,1,0,0,1,0,0
388787,388787,3,1,5884,1,0,1,14130.0,0,0,0,0,2014,7,21,30,91.0,39.73333333333333,1,1,0,0,1,0,0
389722,389722,3,7,0,0,0,0,14130.0,0,0,0,0,2014,7,20,29,91.0,39.5,1,1,0,0,1,0,0
390657,390657,3,6,3251,1,0,0,14130.0,0,0,0,0,2014,7,19,29,91.0,39.5,1,1,0,0,1,0,0
391592,391592,3,5,6751,1,1,1,14130.0,0,0,0,0,2014,7,18,29,91.0,39.5,1,1,0,0,1,0,0
392527,392527,3,4,7874,1,1,1,14130.0,0,0,0,0,2014,7,17,29,91.0,39.5,1,1,0,0,1,0,0
393462,393462,3,3,8036,1,1,1,14130.0,1,0,0,0,2014,7,16,29,91.0,39.5,1,1,0,0,1,0,0
394397,394397,3,2,9153,1,1,1,14130.0,1,0,0,0,2014,7,15,29,91.0,39.5,1,1,0,0,1,0,0
395332,395332,3,1,8761,1,1,1,14130.0,1,0,0,0,2014,7,14,29,91.0,39.5,1,1,0,0,1,0,0
396267,396267,3,7,0,0,0,0,14130.0,1,0,0,0,2014,7,13,28,91.0,39.266666666666666,1,1,0,0,1,0,0
397202,397202,3,6,4098,1,0,0,14130.0,1,0,0,0,2014,7,12,28,91.0,39.266666666666666,1,1,0,0,1,0,0
398137,398137,3,5,6441,1,0,1,14130.0,1,0,0,0,2014,7,11,28,91.0,39.266666666666666,1,1,0,0,1,0,0
399072,399072,3,4,6701,1,0,1,14130.0,1,0,0,0,2014,7,10,28,91.0,39.266666666666666,1,1,0,0,1,0,0
400007,400007,3,3,5006,1,0,1,14130.0,1,0,0,0,2014,7,9,28,91.0,39.266666666666666,1,1,0,0,1,0,0
400942,400942,3,2,5039,1,0,1,14130.0,1,0,0,0,2014,7,8,28,91.0,39.266666666666666,1,1,0,0,1,0,0
401877,401877,3,1,6884,1,0,1,14130.0,1,0,0,0,2014,7,7,28,91.0,39.266666666666666,1,1,0,0,1,0,0
402812,402812,3,7,0,0,0,0,14130.0,1,0,0,0,2014,7,6,27,91.0,39.03333333333333,1,1,0,0,1,0,0
403747,403747,3,6,4763,1,0,0,14130.0,1,0,0,0,2014,7,5,27,91.0,39.03333333333333,1,1,0,0,1,0,0
404682,404682,3,5,7585,1,1,0,14130.0,1,0,0,0,2014,7,4,27,91.0,39.03333333333333,1,1,0,0,1,0,0
405617,405617,3,4,8883,1,1,0,14130.0,1,0,0,0,2014,7,3,27,91.0,39.03333333333333,1,1,0,0,1,0,0
406552,406552,3,3,8646,1,1,0,14130.0,1,0,0,0,2014,7,2,27,91.0,39.03333333333333,1,1,0,0,1,0,0
407487,407487,3,2,8373,1,1,0,14130.0,1,0,0,0,2014,7,1,27,91.0,39.03333333333333,1,1,0,0,1,0,0
408422,408422,3,1,15689,1,1,0,14130.0,1,0,0,0,2014,6,30,27,90.0,39.03333333333333,0,1,0,0,1,0,0
409537,409537,3,7,0,0,0,0,14130.0,1,0,0,0,2014,6,29,26,90.0,38.8,0,1,0,0,1,0,0
410652,410652,3,6,5802,1,0,0,14130.0,1,0,0,0,2014,6,28,26,90.0,38.8,0,1,0,0,1,0,0
411767,411767,3,5,5162,1,0,0,14130.0,1,0,0,0,2014,6,27,26,90.0,38.8,0,1,0,0,1,0,0
412882,412882,3,4,5766,1,0,0,14130.0,1,0,0,0,2014,6,26,26,90.0,38.8,0,1,0,0,1,0,0
413997,413997,3,3,5618,1,0,0,14130.0,1,0,0,0,2014,6,25,26,90.0,38.8,0,1,0,0,1,0,0
415112,415112,3,2,5599,1,0,0,14130.0,1,0,0,0,2014,6,24,26,90.0,38.8,0,1,0,0,1,0,0
416227,416227,3,1,5182,1,0,0,14130.0,1,0,0,0,2014,6,23,26,90.0,38.8,0,1,0,0,1,0,0
417342,417342,3,7,0,0,0,0,14130.0,1,0,0,0,2014,6,22,25,90.0,38.56666666666667,0,1,0,0,1,0,0
418457,418457,3,6,4208,1,0,0,14130.0,1,0,0,0,2014,6,21,25,90.0,38.56666666666667,0,1,0,0,1,0,0
419572,419572,3,5,9752,1,1,0,14130.0,1,0,0,0,2014,6,20,25,90.0,38.56666666666667,0,1,0,0,1,0,0
420687,420687,3,4,0,0,1,0,14130.0,0,1,0,0,2014,6,19,25,90.0,38.56666666666667,0,1,0,0,1,0,0
421802,421802,3,3,9218,1,1,0,14130.0,1,0,0,0,2014,6,18,25,90.0,38.56666666666667,0,1,0,0,1,0,0
422917,422917,3,2,10249,1,1,0,14130.0,1,0,0,0,2014,6,17,25,90.0,38.56666666666667,0,1,0,0,1,0,0
424032,424032,3,1,10299,1,1,0,14130.0,1,0,0,0,2014,6,16,25,90.0,38.56666666666667,0,1,0,0,1,0,0
425147,425147,3,7,0,0,0,0,14130.0,1,0,0,0,2014,6,15,24,90.0,38.333333333333336,0,1,0,0,1,0,0
426262,426262,3,6,4517,1,0,0,14130.0,1,0,0,0,2014,6,14,24,90.0,38.333333333333336,0,1,0,0,1,0,0
427377,427377,3,5,6343,1,0,0,14130.0,1,0,0,0,2014,6,13,24,90.0,38.333333333333336,0,1,0,0,1,0,0
428492,428492,3,4,6889,1,0,0,14130.0,1,0,0,0,2014,6,12,24,90.0,38.333333333333336,0,1,0,0,1,0,0
429607,429607,3,3,5947,1,0,0,14130.0,1,0,0,0,2014,6,11,24,90.0,38.333333333333336,0,1,0,0,1,0,0
430722,430722,3,2,5831,1,0,1,14130.0,1,0,0,0,2014,6,10,24,90.0,38.333333333333336,0,1,0,0,1,0,0
431837,431837,3,1,0,0,0,0,14130.0,0,1,0,0,2014,6,9,24,90.0,38.333333333333336,0,1,0,0,1,0,0
432952,432952,3,7,0,0,0,0,14130.0,1,0,0,0,2014,6,8,23,90.0,38.1,0,1,0,0,1,0,0
434067,434067,3,6,4903,1,0,0,14130.0,1,0,0,0,2014,6,7,23,90.0,38.1,0,1,0,0,1,0,0
